order_id,customer_email,billing_country,shipping_country,amount,is_first_time_buyer,payment_avs_result,payment_cvv_result,num_orders_last_7_days,chargeback_flag
ORD_100085,user85@example.com,CA,AU,11.84,0,Y,Y,1,0
ORD_100086,user86@example.com,UK,UK,75.19,1,Y,N,1,0
ORD_100087,user87@example.com,US,US,107.24,0,N,Y,0,1
ORD_100088,user88@example.com,DE,US,4.57,0,Y,Y,1,0
ORD_100089,user89@example.com,IN,IN,16.31,0,Y,Y,2,0
ORD_100090,user90@example.com,UK,DE,117.03,0,Y,Y,0,0
ORD_100091,user91@example.com,AU,UK,6.37,1,Y,Y,1,0
ORD_100092,user92@example.com,DE,DE,121.74,0,Y,Y,3,1
ORD_100093,user93@example.com,AU,AU,190.28,0,Y,Y,0,0
ORD_100094,user94@example.com,AU,AU,69.36,0,Y,Y,0,0
ORD_100095,user95@example.com,UK,UK,3.08,1,Y,Y,3,0
ORD_100096,user96@example.com,DE,DE,22.84,1,Y,Y,0,0
ORD_100097,user97@example.com,UK,UK,34.56,0,Y,Y,2,0
ORD_100098,user98@example.com,AU,AU,39.41,1,Y,Y,3,0
ORD_100099,user99@example.com,CA,CA,65.28,1,Y,N,0,1
ORD_100100,user100@example.com,UK,UK,52.8,0,Y,Y,1,0
ORD_100101,user101@example.com,IN,IN,14.81,1,Y,Y,0,0
ORD_100102,user102@example.com,CA,CA,4.99,1,Y,Y,2,0
ORD_100103,user103@example.com,UK,UK,12.35,1,Y,Y,1,0
ORD_100104,user104@example.com,IN,UK,22.82,1,Y,Y,1,1
ORD_100105,user105@example.com,IN,AU,114.81,1,Y,N,1,1
ORD_100106,user106@example.com,UK,UK,56.33,0,Y,Y,2,0
ORD_100107,user107@example.com,DE,DE,129.0,1,Y,Y,0,0
ORD_100108,user108@example.com,IN,IN,8.78,1,Y,Y,1,0
ORD_100109,user109@example.com,CA,CA,105.76,0,N,Y,2,1
ORD_100110,user110@example.com,US,US,123.7,1,Y,Y,1,0
ORD_100111,user111@example.com,IN,DE,340.58,1,Y,Y,3,1
ORD_100112,user112@example.com,CA,CA,8.63,0,Y,Y,0,1
ORD_100113,user113@example.com,UK,UK,2.21,1,Y,Y,0,0
ORD_100114,user114@example.com,DE,IN,137.86,0,Y,Y,0,0
ORD_100115,user115@example.com,AU,US,46.1,1,Y,Y,1,0
ORD_100116,user116@example.com,IN,IN,202.14,1,Y,Y,0,0
ORD_100117,user117@example.com,UK,UK,15.09,0,Y,Y,3,0
ORD_100118,user118@example.com,UK,UK,195.24,0,Y,Y,0,0
ORD_100119,user119@example.com,AU,AU,23.44,1,Y,Y,3,0
ORD_100120,user120@example.com,UK,UK,55.83,1,Y,Y,1,1
ORD_100121,user121@example.com,DE,DE,320.42,1,Y,Y,2,1
ORD_100122,user122@example.com,AU,AU,168.56,0,N,Y,0,0
ORD_100123,user123@example.com,US,US,279.41,0,Y,Y,2,1
ORD_100124,user124@example.com,IN,IN,271.05,1,Y,Y,1,0
ORD_100125,user125@example.com,UK,UK,282.95,1,Y,Y,0,0
ORD_100126,user126@example.com,DE,DE,46.16,1,Y,Y,4,0
ORD_100127,user127@example.com,UK,UK,41.64,0,N,Y,1,1
ORD_100128,user128@example.com,US,US,167.5,1,Y,Y,2,0
ORD_100129,user129@example.com,CA,CA,81.85,0,Y,Y,0,1
ORD_100130,user130@example.com,CA,CA,95.7,1,Y,N,2,1
ORD_100131,user131@example.com,IN,IN,14.94,1,Y,Y,0,0
ORD_100132,user132@example.com,US,US,172.01,0,Y,Y,1,1
ORD_100133,user133@example.com,UK,UK,10.54,1,Y,Y,1,0
ORD_100134,user134@example.com,CA,CA,207.02,1,Y,Y,1,0
ORD_100135,user135@example.com,IN,IN,10.64,1,Y,Y,2,0
ORD_100136,user136@example.com,AU,AU,201.07,0,Y,Y,3,0
ORD_100137,user137@example.com,DE,DE,10.46,0,Y,Y,2,0
ORD_100138,user138@example.com,AU,AU,284.19,1,N,N,0,1
ORD_100139,user139@example.com,CA,CA,81.42,1,Y,Y,0,0
ORD_100140,user140@example.com,CA,CA,75.88,0,Y,Y,0,0
ORD_100141,user141@example.com,AU,AU,15.18,0,N,Y,0,1
ORD_100142,user142@example.com,CA,IN,125.71,1,N,N,3,1
ORD_100143,user143@example.com,UK,UK,40.38,1,Y,Y,1,1
ORD_100144,user144@example.com,AU,AU,396.34,1,Y,N,0,1
ORD_100145,user145@example.com,AU,US,420.3,0,Y,N,0,1
ORD_100146,user146@example.com,DE,US,266.13,0,Y,Y,2,1
ORD_100147,user147@example.com,US,US,96.85,0,Y,Y,3,0
ORD_100148,user148@example.com,AU,AU,72.74,0,Y,Y,3,1
ORD_100149,user149@example.com,AU,AU,39.58,1,N,Y,3,0
ORD_100150,user150@example.com,UK,UK,38.98,0,N,Y,0,0
ORD_100151,user151@example.com,AU,CA,74.77,1,N,Y,1,1
ORD_100152,user152@example.com,DE,DE,9.71,1,Y,Y,4,0
ORD_100153,user153@example.com,IN,IN,201.71,1,Y,N,1,0
ORD_100154,user154@example.com,DE,DE,290.2,0,Y,Y,4,1
ORD_100155,user155@example.com,US,US,323.88,1,Y,N,1,1
ORD_100156,user156@example.com,IN,IN,3.21,1,Y,Y,3,0
ORD_100157,user157@example.com,DE,DE,108.21,0,Y,N,3,1
ORD_100158,user158@example.com,UK,UK,75.89,0,Y,Y,1,0
ORD_100159,user159@example.com,UK,UK,6.96,1,Y,Y,5,0
ORD_100160,user160@example.com,UK,UK,347.54,1,Y,Y,1,1
ORD_100161,user161@example.com,CA,CA,71.86,1,Y,Y,0,0
ORD_100162,user162@example.com,US,UK,369.63,1,N,Y,1,1
ORD_100163,user163@example.com,CA,DE,133.66,0,Y,Y,1,1
ORD_100164,user164@example.com,AU,AU,14.46,1,Y,Y,2,0
ORD_100165,user165@example.com,AU,AU,88.12,0,Y,Y,2,0
ORD_100166,user166@example.com,DE,DE,251.13,1,Y,Y,1,0
ORD_100167,user167@example.com,CA,IN,3.5,0,Y,Y,3,1
ORD_100168,user168@example.com,DE,DE,17.59,1,Y,Y,0,1
ORD_100169,user169@example.com,DE,CA,51.8,1,N,Y,1,1
ORD_100170,user170@example.com,IN,IN,69.04,0,N,Y,2,1
ORD_100171,user171@example.com,AU,AU,183.7,1,Y,Y,1,1
ORD_100172,user172@example.com,CA,IN,237.98,0,Y,Y,1,1
ORD_100173,user173@example.com,AU,AU,313.4,0,Y,Y,1,0
ORD_100174,user174@example.com,IN,IN,73.75,0,Y,N,2,1
ORD_100175,user175@example.com,AU,AU,120.42,0,Y,Y,0,0
ORD_100176,user176@example.com,UK,UK,9.47,0,Y,Y,0,0
ORD_100177,user177@example.com,IN,IN,16.44,0,Y,Y,0,0
ORD_100178,user178@example.com,AU,AU,17.94,1,Y,N,1,0
ORD_100179,user179@example.com,DE,DE,50.9,1,Y,Y,2,1
ORD_100180,user180@example.com,CA,CA,22.7,0,Y,N,0,0
ORD_100181,user181@example.com,US,US,5.01,0,Y,Y,0,0
ORD_100182,user182@example.com,AU,AU,39.19,1,N,Y,0,0
ORD_100183,user183@example.com,AU,AU,11.15,0,N,Y,0,1
ORD_100184,user184@example.com,DE,DE,74.12,1,Y,Y,0,0
ORD_100185,user185@example.com,CA,CA,54.36,0,Y,Y,2,0
ORD_100186,user186@example.com,IN,IN,192.78,1,Y,Y,1,0
ORD_100187,user187@example.com,US,US,248.18,1,Y,Y,1,0
ORD_100188,user188@example.com,AU,AU,38.9,0,Y,Y,2,1
ORD_100189,user189@example.com,CA,CA,28.19,0,N,Y,1,0
ORD_100190,user190@example.com,AU,AU,115.56,0,Y,Y,1,0
ORD_100191,user191@example.com,AU,AU,165.15,1,Y,Y,0,1
ORD_100192,user192@example.com,AU,AU,34.91,0,Y,Y,3,0
ORD_100193,user193@example.com,US,CA,13.6,1,Y,Y,1,0
ORD_100194,user194@example.com,DE,DE,33.32,0,Y,N,0,0
ORD_100195,user195@example.com,AU,AU,56.84,1,Y,Y,0,0
ORD_100196,user196@example.com,UK,UK,46.65,0,N,Y,0,1
ORD_100197,user197@example.com,US,US,47.61,1,Y,Y,0,0
ORD_100198,user198@example.com,CA,CA,265.45,0,Y,Y,3,0
ORD_100199,user199@example.com,AU,AU,10.91,1,Y,Y,2,0
ORD_100200,user200@example.com,US,US,67.8,0,Y,Y,0,0
ORD_100201,user201@example.com,US,AU,40.05,0,Y,Y,1,0
ORD_100202,user202@example.com,AU,AU,101.49,1,Y,Y,2,0
ORD_100203,user203@example.com,US,US,32.5,0,N,Y,0,1
ORD_100204,user204@example.com,DE,DE,19.91,1,Y,Y,0,0
ORD_100205,user205@example.com,AU,AU,21.02,1,Y,Y,0,0
ORD_100206,user206@example.com,AU,AU,40.27,0,Y,Y,0,0
ORD_100207,user207@example.com,UK,UK,272.49,0,Y,Y,0,0
ORD_100208,user208@example.com,UK,UK,89.21,0,Y,Y,2,0
ORD_100209,user209@example.com,AU,US,60.87,0,N,Y,3,1
ORD_100210,user210@example.com,AU,AU,22.49,1,Y,N,3,1
ORD_100211,user211@example.com,AU,AU,39.42,1,Y,Y,1,0
ORD_100212,user212@example.com,UK,UK,46.93,0,Y,Y,1,0
ORD_100213,user213@example.com,US,CA,33.31,0,Y,N,0,0
ORD_100214,user214@example.com,AU,AU,113.18,1,Y,N,0,1
ORD_100215,user215@example.com,US,US,104.45,0,Y,Y,0,0
ORD_100216,user216@example.com,US,US,78.73,1,N,Y,1,1
ORD_100217,user217@example.com,US,US,49.25,1,N,Y,0,1
ORD_100218,user218@example.com,UK,UK,7.86,1,Y,Y,2,0
ORD_100219,user219@example.com,US,US,35.27,1,Y,Y,3,0
ORD_100220,user220@example.com,UK,UK,63.69,0,Y,Y,2,0
ORD_100221,user221@example.com,UK,UK,402.38,1,Y,Y,0,0
ORD_100222,user222@example.com,AU,AU,157.51,1,Y,Y,1,1
ORD_100223,user223@example.com,DE,DE,8.26,0,Y,Y,3,0
ORD_100224,user224@example.com,UK,UK,190.33,0,Y,Y,0,0
ORD_100225,user225@example.com,IN,CA,21.45,0,Y,Y,0,1
ORD_100226,user226@example.com,AU,UK,202.21,0,Y,Y,2,0
ORD_100227,user227@example.com,DE,DE,251.66,0,Y,Y,2,0
ORD_100228,user228@example.com,DE,DE,56.77,1,Y,Y,1,0
ORD_100229,user229@example.com,IN,IN,165.21,1,N,Y,1,1
ORD_100230,user230@example.com,IN,IN,275.8,1,Y,Y,1,0
ORD_100231,user231@example.com,AU,AU,284.34,0,Y,Y,1,0
ORD_100232,user232@example.com,UK,AU,337.27,1,Y,Y,1,1
ORD_100233,user233@example.com,US,US,18.0,0,Y,N,2,0
ORD_100234,user234@example.com,CA,IN,269.2,1,N,N,1,1
ORD_100235,user235@example.com,CA,CA,44.83,0,Y,Y,0,0
ORD_100236,user236@example.com,UK,UK,163.48,1,Y,Y,0,0
ORD_100237,user237@example.com,CA,CA,101.25,0,Y,Y,2,0
ORD_100238,user238@example.com,US,UK,206.62,0,Y,Y,0,0
ORD_100239,user239@example.com,US,US,224.85,0,Y,Y,0,0
ORD_100240,user240@example.com,AU,AU,60.76,0,Y,Y,1,0
ORD_100241,user241@example.com,DE,DE,31.25,0,Y,Y,3,0
ORD_100242,user242@example.com,UK,UK,93.9,1,Y,Y,0,0
ORD_100243,user243@example.com,UK,DE,50.9,0,Y,Y,0,1
ORD_100244,user244@example.com,UK,UK,286.91,0,Y,Y,1,0
ORD_100245,user245@example.com,DE,DE,74.39,1,Y,Y,1,0
ORD_100246,user246@example.com,DE,CA,105.89,1,Y,Y,2,0
ORD_100247,user247@example.com,CA,IN,246.8,0,Y,N,4,1
ORD_100248,user248@example.com,UK,UK,19.86,1,Y,Y,2,0
ORD_100249,user249@example.com,UK,UK,160.02,0,N,Y,3,0
ORD_100250,user250@example.com,UK,UK,502.7,1,Y,N,1,1
ORD_100251,user251@example.com,IN,IN,304.36,1,Y,Y,2,0
ORD_100252,user252@example.com,US,US,61.1,0,Y,N,0,0
ORD_100253,user253@example.com,UK,UK,48.99,0,Y,Y,1,0
ORD_100254,user254@example.com,DE,DE,48.69,1,Y,Y,1,1
ORD_100255,user255@example.com,UK,UK,302.87,1,Y,N,1,1
ORD_100256,user256@example.com,US,US,160.5,1,Y,Y,1,0
ORD_100257,user257@example.com,US,DE,72.27,1,Y,Y,0,1
ORD_100258,user258@example.com,UK,UK,23.29,0,Y,Y,1,1
ORD_100259,user259@example.com,UK,UK,295.6,0,Y,Y,1,0
ORD_100260,user260@example.com,DE,DE,120.05,0,Y,Y,0,0
ORD_100261,user261@example.com,AU,UK,130.71,1,Y,Y,0,1
ORD_100262,user262@example.com,CA,CA,389.52,0,N,Y,0,1
ORD_100263,user263@example.com,CA,CA,64.26,1,Y,Y,0,0
ORD_100264,user264@example.com,UK,UK,692.17,0,Y,N,1,1
ORD_100265,user265@example.com,UK,UK,8.33,0,N,Y,1,0
ORD_100266,user266@example.com,CA,DE,274.0,1,Y,N,0,0
ORD_100267,user267@example.com,US,AU,25.39,1,Y,Y,0,1
ORD_100268,user268@example.com,US,CA,76.65,0,Y,Y,1,0
ORD_100269,user269@example.com,AU,AU,179.28,0,Y,Y,1,0
ORD_100270,user270@example.com,US,US,69.74,0,Y,Y,1,1
ORD_100271,user271@example.com,IN,IN,20.24,1,Y,Y,0,0
ORD_100272,user272@example.com,AU,AU,237.47,1,Y,Y,2,0
ORD_100273,user273@example.com,AU,AU,123.94,0,Y,Y,1,1
ORD_100274,user274@example.com,UK,UK,20.37,0,Y,Y,2,0
ORD_100275,user275@example.com,DE,DE,30.12,1,Y,Y,0,0
ORD_100276,user276@example.com,DE,AU,133.73,1,Y,Y,0,0
ORD_100277,user277@example.com,DE,DE,13.19,1,Y,Y,1,0
ORD_100278,user278@example.com,CA,CA,126.92,1,Y,Y,0,0
ORD_100279,user279@example.com,DE,DE,12.57,1,N,Y,0,0
ORD_100280,user280@example.com,AU,IN,153.73,1,Y,Y,2,0
ORD_100281,user281@example.com,US,US,132.35,1,N,Y,0,1
ORD_100282,user282@example.com,IN,IN,41.63,1,Y,Y,1,1
ORD_100283,user283@example.com,CA,CA,10.73,1,Y,Y,0,0
ORD_100284,user284@example.com,CA,CA,3.23,0,Y,Y,0,0
ORD_100285,user285@example.com,AU,AU,104.97,1,Y,Y,3,0
ORD_100286,user286@example.com,IN,IN,36.04,1,Y,Y,1,0
ORD_100287,user287@example.com,AU,AU,37.45,1,Y,Y,1,0
ORD_100288,user288@example.com,AU,AU,96.37,0,Y,Y,1,0
ORD_100289,user289@example.com,UK,UK,355.83,1,Y,Y,1,0
ORD_100290,user290@example.com,AU,US,243.42,0,Y,Y,3,0
ORD_100291,user291@example.com,IN,IN,2.73,0,Y,Y,0,0
ORD_100292,user292@example.com,AU,AU,93.61,1,Y,Y,1,0
ORD_100293,user293@example.com,CA,CA,18.01,1,Y,Y,3,0
ORD_100294,user294@example.com,US,US,38.15,1,Y,Y,0,0
ORD_100295,user295@example.com,US,US,294.83,1,N,Y,0,1
ORD_100296,user296@example.com,AU,AU,103.11,0,Y,Y,0,0
ORD_100297,user297@example.com,AU,AU,96.94,1,Y,Y,2,0
ORD_100298,user298@example.com,DE,US,1.33,1,Y,Y,0,1
ORD_100299,user299@example.com,CA,CA,276.33,1,N,Y,3,0
